id,username,discrim,bestrank
139431137276723200,pompoensoep,8275,25456
139431970320023552,Alex,5709,2083
139464222944788480,occ1993,2712,23765
139465774849982465,YespiObada,7578,35169
139551315314475008,Foopsi,1838,11411
139797579377541121,hotknife_,1885,13777
139874068882128897,Socke,6550,29660
139945097902030848,Aussie,8743,3180
140009113475219456,I3lackMage,3912,14050
140163790523072512,Jerqu,5095,15450
140196591284781056,Kay,1781,16887
140247365461344258,scubastaccy,4343,28167
140262537206824960,Lxckyy,2497,19621
140456263451410432,Hekate,4062,13423
140477454111211520,TheDarkwolf,0131,31642
140520997647286272,Slipkilot,5598,29339
140554521481838592,Menty,4708,20998
140556960058703872,jaco,1751,14969
140583155852771328,"Spinee (EU)",9006,30020
140649124855939072,ItzCez,1999,14769
140800034240200704,"Rias Gremory",7260,26821
140881494926163968,Schtroumpf,2490,92
140883355074822144,TLBchains,6216,32146
140936175853502465,Anaxagoras,4021,2418
140940193908785153,whitleen,4963,34290
140952744176517120,Melody,0501,20949
141001087443402754,Blaze,0420,4473
141026696479375361,uzi,8295,33269
141221764406575104,Soulful,3027,29815
141317974073016321,Xover,8891,34886
141351664043950080,Woody,4200,34560
141403646339448832,Oblivion,3569,23753
141610372611178496,muV3,2890,22255
141671690097786880,Rho,3032,26800
141710743367057409,Brulo,1601,5199
141711314639650816,Oxytocin,3840,24284
141732251594391552,Brew,3014,5070
141747306235035648,hasten,1461,13311
141892357506334720,OwnzKill,9118,24270
141939113640198144,"Robbyミリーは私の人生です",4286,27043
141941375447990272,Hyro,7670,13995
142023684973002752,WdlS,3058,34167
142072937623715840,"DamnSchnozUThick🤤🥵🥵🥵",6305,7688
142107840746749952,Chaintoker,0272,6029
142351542148661248,TwattyTwat,0382,32860
142401582124761088,Serpi,9085,28397
142478141384818689,Moeblob,7359,21580
142521688439914497,Shrugbert,9158,28802
142562742459564032,rudeex,0559,27340
142653474864103424,Honzecki,2166,13720
142662859346673664,Hareyakame,0644,13245
142756038389530624,Rich,5057,26847
142760026627506176,austin,2862,3186
142762352746561536,Karrrim,2003,16820
142816316879929344,"Doctor Diggs",0193,8837
142843012098031616,Petethecreet,6926,24922
142879307767742464,Choopi,6959,6331
143000915572555776,Adamme,0048,1573
143014416227500032,Attan,1214,3146
143039896020451328,Kast2,9322,16844
143074794122772481,FadesRP,1181,10682
143096832669515776,Haroldonicus,2908,13258
143141839921217536,tsaki,1877,32700
143187893962145792,KThree,8443,17861
143192343464378368,AshyLarry,0415,2999
143316653743013888,biscuit,7792,4361
143439979522031616,"⠨⠞⠗⠊⠎⠞⠑⠎⠎⠑",8764,36885
143444820369735681,swear,6243,30832
143475372674121728,LucDisway,4538,19368
143482569235628032,Aphrynn,5631,2688
143496411755839488,plip,7875,25309
143541590969810944,orok,1682,24131
143556670667096064,AirStrike,9463,1878
143611170404696064,birchtree,3056,4343
143674645453864960,BMOKICKSASS,6373,4653
143817123792158729,NunoPitbull,7575,23610
143824573790552065,physics,3292,25038
143831523261546497,Ryanski,1106,27474
143846690493825025,liluzifeetpics,0001,18822
143943040782958592,Vile,7130,33653
143980289838809088,T-Kitty,6869,31026
144070215821426688,TtheCool,4112,32727
144078208202047488,martugas,0390,20337
144092061442899968,Flashie,5567,11232
144108380623994880,Mikek,7930,21256
144168593502896128,YaBoiPower,8688,35033
144171941442486273,jiraph,6704,15606
144265746157928448,"Päradöx",9939,25913
144289054039605248,Twix,5076,32907
144467107755589632,"ɹǝʇǝԀ",2758,36294
144547598257225728,ethanN,1900,10403
144577054841503744,Seimoa,4535,28287
144849720278384640,purpazo,5804,25835
144872163462086658,PurpleHayesWA,2982,25838
144872435517227008,RipKuro,9785,26944
144958579097600000,awyllie,3800,3274
145085814156689408,Pepsy,2626,24857
145186040569659392,Fuby68,3548,11773
145216379723841536,Aago,3726,1356
145238244697702401,Lytoz,5606,19672
145285981396926464,Philly-,9336,25004
145301403429109760,Tristen,3064,32619
145305126096076800,Turtle,8442,32829
145336791262560256,YooHoo,0688,35267
145361761179140096,JJKillsTorM666,3128,15625
145367170854027264,Trizmo,1880,32633
145371289455034368,Pierre-Em,0902,25085
145377776759734283,Giuliano,4706,12430
145389235950583808,FlaG^.,4911,11176
145400334087487488,Liam,3995,18692
145403319358193664,Dr.Drew,8570,9092
145495519731384320,"Ali - Keible",5892,36
145613881648218113,Birdy,6930,4353
145615278863024128,PeTruM,9020,24938
145630163864911873,"Papa Leo",8934,24508
145651898685456384,givemepele;(,5967,12432
145680696483119104,KamellamaHa,2283,16687
145712782619312128,Delio12,1050,8262
145724364065734656,lime,3131,18828
145849989371920384,Fernandell,1151,10965
145901801785393152,Epicwizard,5013,10234
145904453487165440,evilpauwse,9985,189
145906594574630912,Shifymi,3021,28671
145940618995171329,Pyrako,4497,25890
145974739003899904,"Inverted RBK",3368,14544
145982948179574784,Shadow,5260,28480
146029687611588608,Dibbs,0957,8537
146042486588964864,Plyms,6969,25340
146095425475182592,furrywolfman33,5937,11820
146301126961135616,Guiltyr,0849,12937
146310062393131008,Hollo,5242,13680
146343811449225216,Redlawer,3683,26549
146361299045974018,"Spoon°-°",6197,30115
146397553666031626,Criswell,0040,7207
146406119835697152,hanino,6658,13204
146415409057234944,druid,2262,9289
146475960009621504,ThatsSoRaven,2727,31494
146485529804931072,Speon4,0569,29988
146512120643584000,neinvolt,6027,22739
146633559686381568,"Burt Macklin",5539,5414
146649547429511168,"Herr Keks",2882,13505
146707370632806400,naso008,9829,22581
146715939549872128,Spefix,5426,29977
146743882485465090,hyon,1834,13965
146754446347599872,Pepperino,9769,24849
146793744572612610,m00k,5642,19716
146974226988007424,btar,0506,5263
147001780855635978,kaze,0851,16918
147015442475646976,danhumphries,2639,7724
147017892800495616,MarieteSSJ,6850,20196
147060385202176000,Curve,5666,7383
147082816872644608,Tait,5084,31119
147244863585386496,vxbez,5414,33955
147380826726858752,Rateral,5659,26346
147423718342131714,Mev,4916,21071
147471348321615872,MetaHex,0001,21058
147543023046098945,Cptlife,3316,7061
147606899414532096,kalamalahala,7257,16646
147678746634223616,Broby,5332,5118
147717582399602698,laur,3007,18291
147730851034038272,Jord4n,9722,15947
147794013947297792,myk,4845,22310
147909686270754816,Citia,1717,6505
148040276533837824,Yaekai,0304,35040
148054570151444480,Marshz.,6834,20301
148065420249661440,xJulian18x,8688,34839
148161003090083840,Sai,4942,27668
148171150164361217,Lomenyar,7405,19097
148179752337932288,PartyPanda,8124,24584
148264207756951552,momito97,6215,21642
148281709358612480,Polutis,2920,25443
148300511936905217,Loaf,4483,18992
148411847224066048,SgtHater,2696,28445
148479431604830208,Bahi,0103,3541
148490727649705984,Crit,9795,7208
148615744282689536,Naff,7687,22495
148616744058093569,Happy,3567,13223
148632133513117698,Lorescus,4850,19176
148687178543792128,FrodeUlf,9860,19622
148750391641767937,"Arabic cheeks",5264,2744
148823208802385920,daiyan,0001,7649
148854395470086148,kopaa,6166,17637
148914825131458560,AleBoi,8533,2033
148973945666666497,Badger,4208,3509
148985057950957568,kablooey,0572,16535
149243689082945537,condexa,8547,6862
149247465269362688,Manni,3886,20076
149311988382564352,BigBlind7994,4354,4242
149396082126880768,Thirdeye,0868,31844
149462004640382976,bog,6188,4729
149499183475195904,boowonderer,9798,4831
149563932082831360,"Le canard de la cock",5838,6054
149569073385046016,iS2Coke,0630,14596
149622079283658752,Wo1f,1518,34497
149651147487969280,ZurDitO,1564,36052
149656545553022976,drty,7514,9285
149684745905766402,Extract,7910,10568
149716362887954434,Fardon,1097,10759
149902489217400832,Petfox,6121,24923
149963804757852160,Puffin,6509,25779
150032551111557120,Amaze,1061,2352
150047370753605632,Bakry,4932,3567
150210816526909440,Clemrj,5468,6592
150228482297823232,Florin,7318,11320
150296251097808896,Freylocke,8775,11638
150319763560726529,Toxy,0013,32475
150329711451439105,IExo,2478,14211
150342765258080256,Snickers,3757,29563
150430498424881152,Graun,7697,12736
150457308088893441,Joseito,3101,15995
150599557288296448,Kaarken,0001,16527
150615750279692288,Sn0w,8383,29496
150647392759185408,bpasta,6669,4930
150744682387734529,Con,4874,6855
150763082761764865,Terror,4710,31413
150781650169495552,"ƺȡẹɳ",3804,36279
150809569541488640,Kyatori,2611,18005
150848234787438592,Sketchy-Steven,7583,29140
151013787565031424,Ashharps,3531,2991
151024139610619904,grosandwich,1282,12848
151043284582662146,hahageorg,6896,13114
151097683707166723,Reculus,0358,26512
